Point #0: x=225.2520294189453, y=-364.109375, z=0.2819424271583557, yaw=-0.2953185439109802
Point #282: x=385.42474365234375, y=-163.07142639160156, z=0.3999999761581421, yaw=90.59857940673828
Point #283: x=388.9571533203125, y=-166.1347198486328, z=0.3999999761581421, yaw=90.59857940673828
Point #284: x=392.42437744140625, y=-162.99832153320312, z=0.3999999761581421, yaw=90.59857940673828
Point #285: x=381.81695556640625, y=-152.6042022705078, z=0.3999999761581421, yaw=90.59270477294922
Point #286: x=376.7408142089844, y=-172.01220703125, z=0.5999999642372131, yaw=-179.6738739013672
Point #287: x=328.3581237792969, y=-172.28756713867188, z=0.5999999642372131, yaw=-179.6738739013672
Point #288: x=335.2097473144531, y=-168.74855041503906, z=0.5999999642372131, yaw=0.32612475752830505
Point #289: x=5.249121189117432, y=66.17042541503906, z=0.38194242119789124, yaw=-90.28911590576172
Point #290: x=8.758665084838867, y=68.05274963378906, z=0.2819424271583557, yaw=-90.28911590576172
Point #291: x=12.249037742614746, y=66.13510131835938, z=0.38194242119789124, yaw=-90.28911590576172
Point #292: x=15.758575439453125, y=68.01742553710938, z=0.2819424271583557, yaw=-90.28911590576172
Point #293: x=-15.437881469726562, y=128.24945068359375, z=0.2819424271583557, yaw=89.71089935302734
Point #294: x=-11.94750690460205, y=126.331787109375, z=0.2819424271583557, yaw=89.71089935302734
Point #295: x=-8.437963485717773, y=128.214111328125, z=0.2819424271583557, yaw=89.71089935302734
Point #296: x=-4.947597026824951, y=126.29646301269531, z=0.2819424271583557, yaw=89.71089935302734
Point #297: x=-24.995059967041016, y=123.359619140625, z=0.2819424271583557, yaw=125.05874633789062
Point #298: x=65.31761932373047, y=16.848064422607422, z=11.668004989624023, yaw=-179.76736450195312
Point #299: x=68.33110809326172, y=13.360282897949219, z=11.457353591918945, yaw=-179.76736450195312
Point #300: x=65.34603881835938, y=9.848136901855469, z=11.668004989624023, yaw=-179.76736450195312
Point #301: x=68.35952758789062, y=6.360339641571045, z=11.457353591918945, yaw=-179.76736450195312
Point #302: x=112.76689910888672, y=38.237789154052734, z=11.154974937438965, yaw=0.9779464602470398
Point #303: x=110.0277099609375, y=34.690513610839844, z=11.213045120239258, yaw=0.9779464602470398
Point #304: x=112.8863754272461, y=31.238807678222656, z=11.154974937438965, yaw=0.9779464602470398
Point #305: x=110.14720153808594, y=27.69153594970703, z=11.213045120239258, yaw=0.9779464602470398
Point #306: x=107.80447387695312, y=47.71295928955078, z=11.192305564880371, yaw=35.83047866821289
Point #307: x=131.18211364746094, y=-180.5467529296875, z=0.3999999761581421, yaw=-87.54390716552734
Point #308: x=133.1906280517578, y=-169.8984375, z=0.5999999642372131, yaw=0.33319076895713806
Point #309: x=125.03673553466797, y=-173.44491577148438, z=0.5999999642372131, yaw=-179.6738739013672
Point #310: x=380.90777587890625, y=-59.795921325683594, z=0.3999999761581421, yaw=90.43304443359375
Point #311: x=375.6085205078125, y=-68.68538665771484, z=0.2819424271583557, yaw=179.2731475830078
Point #312: x=401.9940185546875, y=-71.04511260986328, z=0.2819424271583557, yaw=-89.5609130859375
Point #313: x=405.4783020019531, y=-69.01839447021484, z=0.2819424271583557, yaw=-89.5609130859375
Point #314: x=408.9937744140625, y=-70.99147033691406, z=0.2819424271583557, yaw=-89.5609130859375
Point #315: x=412.47808837890625, y=-68.96473693847656, z=0.2819424271583557, yaw=-89.5609130859375
Point #316: x=384.45794677734375, y=-66.3690185546875, z=0.3999999761581421, yaw=90.43909454345703
Point #317: x=387.93072509765625, y=-62.842342376708984, z=0.3999999761581421, yaw=90.43909454345703
Point #318: x=391.4577331542969, y=-66.31537628173828, z=0.3999999761581421, yaw=90.43909454345703
Point #319: x=-25.391359329223633, y=-245.3306427001953, z=0.2819424271583557, yaw=123.94567108154297
Point #320: x=-27.568939208984375, y=-248.3633575439453, z=0.2819424271583557, yaw=123.94567108154297
Point #321: x=20.18295669555664, y=-288.97021484375, z=0.2819424271583557, yaw=-63.64533996582031
Point #322: x=24.118234634399414, y=-289.0294189453125, z=0.2819424271583557, yaw=-63.64533996582031
Point #323: x=26.455394744873047, y=-285.86273193359375, z=0.2819424271583557, yaw=-63.64533996582031
Point #324: x=30.390676498413086, y=-285.92193603515625, z=0.2819424271583557, yaw=-63.64533996582031
Point #325: x=-15.688627243041992, y=-241.026611328125, z=0.2819424271583557, yaw=97.19615936279297
Point #326: x=-12.065874099731445, y=-241.77880859375, z=0.2819424271583557, yaw=97.19615936279297
Point #327: x=-8.743764877319336, y=-240.1497344970703, z=0.2819424271583557, yaw=97.19615936279297
Point #328: x=-5.095958709716797, y=-241.1003875732422, z=0.2819424271583557, yaw=97.19615936279297
Point #329: x=-105.51869201660156, y=16.305517196655273, z=9.771309852600098, yaw=-179.92318725585938
Point #330: x=-102.10466766357422, y=12.81009578704834, z=9.839937210083008, yaw=-179.92318725585938
Point #331: x=-105.49930572509766, y=9.305541038513184, z=9.771309852600098, yaw=-179.92318725585938
Point #332: x=-102.09528350830078, y=5.8101019859313965, z=9.839937210083008, yaw=-179.92318725585938
Point #333: x=-69.65084075927734, y=37.35363006591797, z=10.215619087219238, yaw=0.07682593911886215
Point #334: x=-67.14990234375, y=33.85698318481445, z=10.458008766174316, yaw=0.07682593911886215
Point #335: x=-69.6414566040039, y=30.3536376953125, z=10.215619087219238, yaw=0.07682593911886215
Point #336: x=-67.14051818847656, y=26.85699462890625, z=10.458008766174316, yaw=0.07682593911886215
Point #337: x=-99.5702896118164, y=-3.670201301574707, z=9.771309852600098, yaw=-143.66709899902344
Point #338: x=204.15391540527344, y=-259.578125, z=0.48194244503974915, yaw=-88.68557739257812
Point #339: x=211.27268981933594, y=-245.90652465820312, z=0.7819424271583557, yaw=-0.394500732421875
Point #340: x=199.99087524414062, y=-230.69216918945312, z=0.7819424271583557, yaw=91.3144302368164
Point #341: x=194.09445190429688, y=-248.6903533935547, z=0.7999999523162842, yaw=178.40469360351562
Point #342: x=62.13904571533203, y=-180.00250244140625, z=0.5999999642372131, yaw=-89.64641571044922
Point #343: x=54.10126876831055, y=-173.84866333007812, z=0.5999999642372131, yaw=-179.6738739013672
Point #344: x=66.74894714355469, y=-170.276611328125, z=0.5999999642372131, yaw=0.32612475752830505
Point #345: x=-391.8832702636719, y=5.74047327041626, z=0.2819424271583557, yaw=179.631591796875
Point #346: x=-390.31549072265625, y=16.230613708496094, z=0.2819424271583557, yaw=179.631591796875
Point #347: x=-391.8380432128906, y=12.740335464477539, z=0.2819424271583557, yaw=179.631591796875
Point #348: x=-390.36053466796875, y=9.230758666992188, z=0.2819424271583557, yaw=179.631591796875
Point #349: x=-364.3430480957031, y=37.064048767089844, z=0.2819424271583557, yaw=-0.368408203125
Point #350: x=-365.8655700683594, y=33.573753356933594, z=0.2819424271583557, yaw=-0.368408203125
Point #351: x=-364.3880920410156, y=30.064191818237305, z=0.2819424271583557, yaw=-0.368408203125
Point #352: x=-365.91058349609375, y=26.573896408081055, z=0.2819424271583557, yaw=-0.368408203125
Point #353: x=-6.2216644287109375, y=-168.18861389160156, z=0.2819424271583557, yaw=89.7751235961914
Point #354: x=-9.712218284606934, y=-165.77487182617188, z=0.2819424271583557, yaw=89.7751235961914
Point #355: x=-13.221610069274902, y=-168.1611328125, z=0.2819424271583557, yaw=89.7751235961914
Point #356: x=-16.712175369262695, y=-165.74740600585938, z=0.2819424271583557, yaw=89.7751235961914
Point #357: x=11.246291160583496, y=-176.38783264160156, z=0.5999999642372131, yaw=-90.224853515625
Point #358: x=7.73493766784668, y=-179.27407836914062, z=0.5999999642372131, yaw=-90.224853515625
Point #359: x=4.246345520019531, y=-176.3603515625, z=0.5999999642372131, yaw=-90.224853515625
Point #360: x=14.734890937805176, y=-179.3021240234375, z=0.5999999642372131, yaw=-90.224853515625
Point #361: x=20.040634155273438, y=-170.54249572753906, z=0.5999999642372131, yaw=0.3246752917766571
Point #362: x=262.7838134765625, y=-118.74906158447266, z=0.48194244503974915, yaw=0.9272140264511108
Point #363: x=258.3017883300781, y=-129.0966796875, z=0.48194244503974915, yaw=-89.8232421875
Point #364: x=249.52442932128906, y=-122.46336364746094, z=0.48194244503974915, yaw=-179.0759735107422
Point #365: x=407.95355224609375, y=-17.678857803344727, z=0.2819424271583557, yaw=-79.30448913574219
Point #366: x=401.07525634765625, y=-18.978403091430664, z=0.2819424271583557, yaw=-79.3049087524414
Point #367: x=404.0691223144531, y=-15.970556259155273, z=0.2819424271583557, yaw=-79.3049087524414
Point #368: x=368.4827575683594, y=0.44631868600845337, z=0.2819424271583557, yaw=134.09779357910156
Point #369: x=372.38775634765625, y=1.4456130266189575, z=0.2819424271583557, yaw=134.09779357910156
Point #370: x=373.50982666015625, y=5.3175177574157715, z=0.2819424271583557, yaw=134.09779357910156
Point #371: x=377.4148254394531, y=6.316812992095947, z=0.2819424271583557, yaw=134.09779357910156
