Point #0: x=7180.2802734375, y=-15971.3759765625, z=293.5487976074219, yaw=-161.7006378173828
Point #887: x=6502.40478515625, y=-1356.2474365234375, z=51.90672302246094, yaw=-156.86044311523438
Point #888: x=-1584.26123046875, y=-10213.5986328125, z=277.61627197265625, yaw=79.20095825195312
Point #889: x=4444.771484375, y=1103.3765869140625, z=57.42376708984375, yaw=-95.13262176513672
Point #890: x=7200.85791015625, y=-1658.201171875, z=52.41435241699219, yaw=117.55965423583984
Point #891: x=7200.85791015625, y=-1658.201171875, z=52.41435241699219, yaw=117.55965423583984
Point #892: x=7200.85791015625, y=-1658.201171875, z=52.41435241699219, yaw=117.55965423583984
Point #893: x=6944.259765625, y=-1158.96728515625, z=53.551692962646484, yaw=-62.44036865234375
Point #894: x=6944.259765625, y=-1158.96728515625, z=53.551692962646484, yaw=-62.44036865234375
Point #895: x=6944.259765625, y=-1158.96728515625, z=53.551692962646484, yaw=-62.44036865234375
Point #896: x=-7143.36474609375, y=3657.43017578125, z=87.67185974121094, yaw=-95.13177490234375
Point #897: x=-7147.38720703125, y=3651.772705078125, z=87.67185974121094, yaw=84.86821746826172
Point #898: x=-7147.38720703125, y=3651.772705078125, z=87.67185974121094, yaw=84.86821746826172
Point #899: x=-9.673284530639648, y=2029.5755615234375, z=96.96356964111328, yaw=-24.230304718017578
Point #900: x=4816.38720703125, y=1311.4705810546875, z=47.456756591796875, yaw=-98.7612533569336
Point #901: x=4816.38720703125, y=1311.4705810546875, z=47.456756591796875, yaw=-98.7612533569336
Point #902: x=4816.38720703125, y=1311.4705810546875, z=47.456756591796875, yaw=-98.7612533569336
Point #903: x=4810.34716796875, y=1301.1602783203125, z=47.422000885009766, yaw=71.88102722167969
Point #904: x=-732.3248901367188, y=-5238.37255859375, z=190.94631958007812, yaw=0.3913910686969757
Point #905: x=-295.9522399902344, y=-5280.947265625, z=200.6603240966797, yaw=143.0421905517578
Point #906: x=4804.37548828125, y=1281.4556884765625, z=47.4496955871582, yaw=-124.964599609375
Point #907: x=4787.26025390625, y=1250.9617919921875, z=49.00767517089844, yaw=77.26595306396484
Point #908: x=4787.26025390625, y=1250.9617919921875, z=49.00767517089844, yaw=77.26595306396484
Point #909: x=4787.26025390625, y=1250.9617919921875, z=49.00767517089844, yaw=77.26595306396484
Point #910: x=-6417.87548828125, y=-3654.4921875, z=198.5731201171875, yaw=-28.552871704101562
Point #911: x=-6396.95947265625, y=-3681.1474609375, z=199.55677795410156, yaw=129.17059326171875
Point #912: x=-7899.5009765625, y=739.0547485351562, z=157.927734375, yaw=52.877010345458984
Point #913: x=5075.71728515625, y=988.0369262695312, z=49.74304962158203, yaw=-11.59714126586914
Point #914: x=7083.1025390625, y=-2404.175048828125, z=58.60082244873047, yaw=60.468017578125
Point #915: x=6438.07568359375, y=-218.776611328125, z=43.28112030029297, yaw=119.2893295288086
Point #916: x=6438.07568359375, y=-218.776611328125, z=43.28112030029297, yaw=119.2893295288086
Point #917: x=6215.0361328125, y=87.33793640136719, z=41.21824645996094, yaw=-42.261322021484375
Point #918: x=6215.0361328125, y=87.33793640136719, z=41.21824645996094, yaw=-42.261322021484375
Point #919: x=6215.0361328125, y=87.33793640136719, z=41.21824645996094, yaw=-42.261322021484375
Point #920: x=8167.83056640625, y=-2758.264892578125, z=52.93002700805664, yaw=-55.43244552612305
Point #921: x=381.9021301269531, y=-4643.46923828125, z=182.3805694580078, yaw=55.477413177490234
Point #922: x=381.9021301269531, y=-4643.46923828125, z=182.3805694580078, yaw=55.477413177490234
Point #923: x=583.6863403320312, y=-4373.23193359375, z=174.59934997558594, yaw=-136.4056854248047
Point #924: x=-1814.1815185546875, y=-10145.3857421875, z=275.4757080078125, yaw=-12.804722785949707
Point #925: x=-6.525368690490723, y=2018.664306640625, z=96.68643188476562, yaw=-123.58308410644531
Point #926: x=-19.4544620513916, y=2005.51953125, z=96.68643188476562, yaw=56.41689682006836
Point #927: x=-19.4544620513916, y=2005.51953125, z=96.68643188476562, yaw=56.41689682006836
Point #928: x=4432.12841796875, y=1094.760986328125, z=57.84702682495117, yaw=3.686866283416748
Point #929: x=1061.2655029296875, y=-13551.61328125, z=249.63075256347656, yaw=-2.7405431270599365
Point #930: x=1061.2655029296875, y=-13551.61328125, z=249.63075256347656, yaw=-2.7405431270599365
Point #931: x=3196.833740234375, y=-14404.158203125, z=253.51663208007812, yaw=132.93394470214844
Point #932: x=3196.833740234375, y=-14404.158203125, z=253.51663208007812, yaw=132.93394470214844
Point #933: x=10304.951171875, y=-4949.3037109375, z=66.49336242675781, yaw=-51.413490295410156
Point #934: x=10382.890625, y=-5128.74658203125, z=70.3341293334961, yaw=96.45806884765625
Point #935: x=7278.2958984375, y=-2880.591064453125, z=61.7979621887207, yaw=-5.606890678405762
Point #936: x=-6478.96044921875, y=-3621.252685546875, z=197.46401977539062, yaw=-28.552871704101562
Point #937: x=-6419.5478515625, y=-3657.566162109375, z=198.5731201171875, yaw=151.44712829589844
Point #938: x=-6419.5478515625, y=-3657.566162109375, z=198.5731201171875, yaw=151.44712829589844
Point #939: x=4443.69921875, y=1129.649658203125, z=54.58369827270508, yaw=84.61515045166016
Point #940: x=4465.07275390625, y=1319.1063232421875, z=50.95463943481445, yaw=-95.38483428955078
Point #941: x=8270.1748046875, y=-3415.9658203125, z=52.97032928466797, yaw=154.03240966796875
Point #942: x=6345.98046875, y=-690.7919921875, z=46.7862548828125, yaw=-96.32292175292969
Point #943: x=7170.33837890625, y=-15966.4619140625, z=293.7201843261719, yaw=109.2625961303711
Point #944: x=7170.33837890625, y=-15966.4619140625, z=293.7201843261719, yaw=109.2625961303711
Point #945: x=5506.65283203125, y=-10543.87109375, z=145.66285705566406, yaw=-81.52252197265625
Point #946: x=5506.65283203125, y=-10543.87109375, z=145.66285705566406, yaw=-81.52252197265625
Point #947: x=5501.35595703125, y=-10532.0751953125, z=145.554443359375, yaw=98.47749328613281
Point #948: x=5501.35595703125, y=-10532.0751953125, z=145.554443359375, yaw=98.47749328613281
Point #949: x=5186.63525390625, y=-8637.5693359375, z=113.9656982421875, yaw=-48.36017990112305
Point #950: x=5186.63525390625, y=-8637.5693359375, z=113.9656982421875, yaw=-48.36017990112305
Point #951: x=6742.3779296875, y=-779.702880859375, z=44.77588653564453, yaw=117.55963897705078
Point #952: x=6742.3779296875, y=-779.702880859375, z=44.77588653564453, yaw=117.55963897705078
Point #953: x=6742.3779296875, y=-779.702880859375, z=44.77588653564453, yaw=117.55963897705078
Point #954: x=6570.2734375, y=-447.2988586425781, z=45.56920623779297, yaw=-60.71067810058594
Point #955: x=6570.2734375, y=-447.2988586425781, z=45.56920623779297, yaw=-60.71067810058594
Point #956: x=6570.2734375, y=-447.2988586425781, z=45.56920623779297, yaw=-60.71067810058594
Point #957: x=-292.078857421875, y=-6703.91796875, z=158.15211486816406, yaw=-155.59764099121094
Point #958: x=-337.27252197265625, y=-6720.5771484375, z=159.94381713867188, yaw=24.40235137939453
Point #959: x=-337.27252197265625, y=-6720.5771484375, z=159.94381713867188, yaw=24.40235137939453
Point #960: x=7428.08056640625, y=-1576.4296875, z=51.68647766113281, yaw=119.96952056884766
Point #961: x=-1493.7706298828125, y=-10967.8369140625, z=289.2600402832031, yaw=157.28842163085938
Point #962: x=-1695.4583740234375, y=-10931.62109375, z=288.9635925292969, yaw=-6.610727310180664
Point #963: x=-1695.4583740234375, y=-10931.62109375, z=288.9635925292969, yaw=-6.610727310180664
Point #964: x=6896.58935546875, y=-2612.193359375, z=59.54121017456055, yaw=-155.1734161376953
Point #965: x=6960.20654296875, y=-1761.6107177734375, z=53.92599105834961, yaw=26.162425994873047
Point #966: x=6960.20654296875, y=-1761.6107177734375, z=53.92599105834961, yaw=26.162425994873047
Point #967: x=6960.20654296875, y=-1761.6107177734375, z=53.92599105834961, yaw=26.162425994873047
Point #968: x=6984.8037109375, y=-1749.9119873046875, z=54.01939392089844, yaw=-140.62124633789062
Point #969: x=6606.3154296875, y=-151.3408966064453, z=45.429832458496094, yaw=119.9695053100586
Point #970: x=6997.96435546875, y=-1734.540283203125, z=54.50920867919922, yaw=33.945098876953125
Point #971: x=7019.697265625, y=-1727.9327392578125, z=54.2568359375, yaw=-162.58224487304688
Point #972: x=7019.697265625, y=-1727.9327392578125, z=54.2568359375, yaw=-162.58224487304688
Point #973: x=7019.697265625, y=-1727.9327392578125, z=54.2568359375, yaw=-162.58224487304688
Point #974: x=-7683.76904296875, y=-8165.83251953125, z=331.6183776855469, yaw=-95.99315643310547
Point #975: x=-7683.76904296875, y=-8165.83251953125, z=331.6183776855469, yaw=-95.99315643310547
Point #976: x=-6606.17236328125, y=-10498.1923828125, z=401.0230407714844, yaw=-99.27490234375
Point #977: x=7010.27734375, y=-226.31622314453125, z=43.162269592285156, yaw=21.218490600585938
Point #978: x=7010.27734375, y=-226.31622314453125, z=43.162269592285156, yaw=21.218490600585938
Point #979: x=7120.75537109375, y=-185.7932586669922, z=42.536766052246094, yaw=-154.87168884277344
Point #980: x=7903.38037109375, y=-2359.37890625, z=48.89959716796875, yaw=-160.9373779296875
Point #981: x=-7143.90185546875, y=3651.459716796875, z=87.67185974121094, yaw=-95.13177490234375
Point #982: x=-7149.16650390625, y=3639.98583984375, z=88.30862426757812, yaw=78.92378997802734
Point #983: x=-241.46243286132812, y=-3597.435791015625, z=163.66612243652344, yaw=31.901817321777344
Point #984: x=-241.46243286132812, y=-3597.435791015625, z=163.66612243652344, yaw=31.901817321777344
Point #985: x=-190.41513061523438, y=-3568.984619140625, z=162.88662719726562, yaw=-146.46612548828125
Point #986: x=-1703.476806640625, y=-10706.0869140625, z=284.7320251464844, yaw=-10.960197448730469
Point #987: x=-1703.476806640625, y=-10706.0869140625, z=284.7320251464844, yaw=-10.960197448730469
Point #988: x=-1703.476806640625, y=-10706.0869140625, z=284.7320251464844, yaw=-10.960197448730469
Point #989: x=-1686.6278076171875, y=-10712.4169921875, z=284.9290466308594, yaw=172.183349609375
Point #990: x=6725.4228515625, y=-350.8879089355469, z=44.92550277709961, yaw=-60.030487060546875
Point #991: x=5231.89892578125, y=876.9479370117188, z=49.957454681396484, yaw=17.393831253051758
Point #992: x=-1668.1798095703125, y=-10710.982421875, z=285.11810302734375, yaw=-6.530900001525879
Point #993: x=-1642.528564453125, y=-10718.9521484375, z=285.3748474121094, yaw=166.96038818359375
Point #994: x=-1642.528564453125, y=-10718.9521484375, z=285.3748474121094, yaw=166.96038818359375
Point #995: x=-1642.528564453125, y=-10718.9521484375, z=285.3748474121094, yaw=166.96038818359375
Point #996: x=6687.916015625, y=-811.0438842773438, z=46.7131233215332, yaw=22.738080978393555
Point #997: x=6687.916015625, y=-811.0438842773438, z=46.7131233215332, yaw=22.738080978393555
Point #998: x=6687.916015625, y=-811.0438842773438, z=46.7131233215332, yaw=22.738080978393555
Point #999: x=6740.5146484375, y=-792.2107543945312, z=44.76394271850586, yaw=-156.29273986816406
Point #1000: x=6378.201171875, y=248.6188201904297, z=41.550594329833984, yaw=118.86378479003906
Point #1001: x=6556.0068359375, y=-445.2810974121094, z=45.935604095458984, yaw=-157.46917724609375
Point #1002: x=6523.1240234375, y=-454.81378173828125, z=46.72943115234375, yaw=21.63083267211914
Point #1003: x=6523.1240234375, y=-454.81378173828125, z=46.72943115234375, yaw=21.63083267211914
Point #1004: x=6523.1240234375, y=-454.81378173828125, z=46.72943115234375, yaw=21.63083267211914
Point #1005: x=6573.54541015625, y=415.1897888183594, z=39.869384765625, yaw=-121.24362182617188
Point #1006: x=6755.578125, y=-781.7124633789062, z=44.33827590942383, yaw=24.567129135131836
Point #1007: x=6776.89599609375, y=-775.6641235351562, z=44.00236129760742, yaw=-155.0419921875
Point #1008: x=6776.89599609375, y=-775.6641235351562, z=44.00236129760742, yaw=-155.0419921875
Point #1009: x=6776.89599609375, y=-775.6641235351562, z=44.00236129760742, yaw=-155.0419921875
Point #1010: x=7384.7705078125, y=-15869.162109375, z=279.5872497558594, yaw=106.40203857421875
Point #1011: x=7387.34912109375, y=-15813.109375, z=276.9917297363281, yaw=-96.21114349365234
Point #1012: x=6190.50537109375, y=-1276.90234375, z=50.07404708862305, yaw=-78.15624237060547
Point #1013: x=6190.50537109375, y=-1276.90234375, z=50.07404708862305, yaw=-78.15624237060547
Point #1014: x=5884.7490234375, y=-5234.60009765625, z=86.89730072021484, yaw=81.35427856445312
Point #1015: x=5884.7490234375, y=-5234.60009765625, z=86.89730072021484, yaw=81.35427856445312
Point #1016: x=7204.345703125, y=-574.9320678710938, z=43.31039047241211, yaw=26.62332534790039
Point #1017: x=7204.345703125, y=-574.9320678710938, z=43.31039047241211, yaw=26.62332534790039
Point #1018: x=7317.298828125, y=-524.0883178710938, z=44.28498840332031, yaw=-154.66099548339844
Point #1019: x=6725.966796875, y=-1257.444580078125, z=58.373313903808594, yaw=118.550537109375
Point #1020: x=-2137.924560546875, y=-13340.9775390625, z=335.8715515136719, yaw=42.6507453918457
Point #1021: x=-2124.43505859375, y=-13325.33203125, z=338.20916748046875, yaw=-119.50418090820312
Point #1022: x=-844.51953125, y=-5150.7802734375, z=189.7821044921875, yaw=-149.7250518798828
Point #1023: x=-844.51953125, y=-5150.7802734375, z=189.7821044921875, yaw=-149.7250518798828
Point #1024: x=-885.1810913085938, y=-5213.5712890625, z=189.7821044921875, yaw=88.55702209472656
Point #1025: x=-6689.4873046875, y=2212.147705078125, z=112.6112060546875, yaw=-106.72418975830078
Point #1026: x=-1027.4893798828125, y=-1505.839599609375, z=140.55328369140625, yaw=-28.334156036376953
Point #1027: x=-1027.4893798828125, y=-1505.839599609375, z=140.55328369140625, yaw=-28.334156036376953
Point #1028: x=-1180.2547607421875, y=-2377.26904296875, z=133.69403076171875, yaw=110.52845764160156
Point #1029: x=7421.33935546875, y=-1557.732177734375, z=51.48118209838867, yaw=-60.03047561645508
Point #1030: x=-1172.63720703125, y=-2387.559326171875, z=134.06460571289062, yaw=-69.34884643554688
Point #1031: x=-1172.63720703125, y=-2387.559326171875, z=134.06460571289062, yaw=-69.34884643554688
Point #1032: x=-829.186767578125, y=-3309.510498046875, z=161.4003143310547, yaw=110.4513168334961
Point #1033: x=-829.186767578125, y=-3309.510498046875, z=161.4003143310547, yaw=110.4513168334961
Point #1034: x=-1196.0321044921875, y=-2392.802734375, z=134.73175048828125, yaw=-156.4591522216797
Point #1035: x=-1244.0458984375, y=-2413.962646484375, z=136.83572387695312, yaw=28.53777503967285
Point #1036: x=-1279.1361083984375, y=-4651.2177734375, z=180.69422912597656, yaw=6.469992160797119
Point #1037: x=-877.2785034179688, y=-4481.14208984375, z=180.19317626953125, yaw=-155.36468505859375
Point #1038: x=-877.2785034179688, y=-4481.14208984375, z=180.19317626953125, yaw=-155.36468505859375
Point #1039: x=-544.3624877929688, y=1147.9281005859375, z=131.87933349609375, yaw=-17.768901824951172
Point #1040: x=-544.3624877929688, y=1147.9281005859375, z=131.87933349609375, yaw=-17.768901824951172
Point #1041: x=-544.3624877929688, y=1147.9281005859375, z=131.87933349609375, yaw=-17.768901824951172
Point #1042: x=2951.499267578125, y=23.94749641418457, z=71.13407897949219, yaw=162.23109436035156
Point #1043: x=2951.499267578125, y=23.94749641418457, z=71.13407897949219, yaw=162.23109436035156
Point #1044: x=2951.499267578125, y=23.94749641418457, z=71.13407897949219, yaw=162.23109436035156
Point #1045: x=7197.2197265625, y=-1667.6536865234375, z=52.46162414550781, yaw=20.32926368713379
Point #1046: x=-878.7373046875, y=-4477.96044921875, z=180.19317626953125, yaw=24.635311126708984
Point #1047: x=-878.7373046875, y=-4477.96044921875, z=180.19317626953125, yaw=24.635311126708984
Point #1048: x=-878.7373046875, y=-4477.96044921875, z=180.19317626953125, yaw=24.635311126708984
Point #1049: x=-792.5564575195312, y=-4441.8251953125, z=180.31982421875, yaw=-154.36895751953125
Point #1050: x=-771.478271484375, y=-4427.07177734375, z=179.41517639160156, yaw=28.71621322631836
Point #1051: x=-719.6061401367188, y=-4398.4140625, z=178.97122192382812, yaw=-144.1282196044922
Point #1052: x=-719.6061401367188, y=-4398.4140625, z=178.97122192382812, yaw=-144.1282196044922
Point #1053: x=-719.6061401367188, y=-4398.4140625, z=178.97122192382812, yaw=-144.1282196044922
Point #1054: x=4452.1533203125, y=1092.5440673828125, z=57.81867599487305, yaw=-176.3131103515625
Point #1055: x=-1659.328369140625, y=-10489.640625, z=280.41973876953125, yaw=168.87229919433594
Point #1056: x=-1821.763671875, y=-10454.125, z=279.1646728515625, yaw=-11.127707481384277
Point #1057: x=-4726.9638671875, y=-4677.92431640625, z=209.33868408203125, yaw=58.08952713012695
Point #1058: x=-1242.3741455078125, y=-2417.03759765625, z=136.83572387695312, yaw=-151.4622344970703
Point #1059: x=-1242.3741455078125, y=-2417.03759765625, z=136.83572387695312, yaw=-151.4622344970703
Point #1060: x=6561.0185546875, y=-430.79901123046875, z=45.655052185058594, yaw=-60.71063232421875
Point #1061: x=487.96502685546875, y=-4785.0712890625, z=183.35577392578125, yaw=136.96875
Point #1062: x=487.96502685546875, y=-4785.0712890625, z=183.35577392578125, yaw=136.96875
Point #1063: x=487.96502685546875, y=-4785.0712890625, z=183.35577392578125, yaw=136.96875
Point #1064: x=372.9069519042969, y=-4672.87255859375, z=182.06716918945312, yaw=-43.0312385559082
Point #1065: x=5679.013671875, y=-6610.94482421875, z=107.8354263305664, yaw=-98.64571380615234
Point #1066: x=5679.013671875, y=-6610.94482421875, z=107.8354263305664, yaw=-98.64571380615234
Point #1067: x=5184.7607421875, y=-8628.9130859375, z=113.8478775024414, yaw=40.640907287597656
Point #1068: x=5184.7607421875, y=-8628.9130859375, z=113.8478775024414, yaw=40.640907287597656
Point #1069: x=-1478.508544921875, y=-10964.658203125, z=289.15875244140625, yaw=-120.65570831298828
Point #1070: x=357.4499816894531, y=-4663.2314453125, z=181.66064453125, yaw=136.96875
Point #1071: x=357.4499816894531, y=-4663.2314453125, z=181.66064453125, yaw=136.96875
Point #1072: x=357.4499816894531, y=-4663.2314453125, z=181.66064453125, yaw=136.96875
Point #1073: x=129.23171997070312, y=-4445.3935546875, z=180.4765167236328, yaw=-43.03124237060547
Point #1074: x=129.23171997070312, y=-4445.3935546875, z=180.4765167236328, yaw=-43.03124237060547
Point #1075: x=129.23171997070312, y=-4445.3935546875, z=180.4765167236328, yaw=-43.03124237060547
Point #1076: x=113.4400634765625, y=-4435.439453125, z=180.69129943847656, yaw=136.96875
Point #1077: x=113.4400634765625, y=-4435.439453125, z=180.69129943847656, yaw=136.96875
Point #1078: x=113.4400634765625, y=-4435.439453125, z=180.69129943847656, yaw=136.96875
Point #1079: x=-237.36239624023438, y=-4060.8330078125, z=174.229248046875, yaw=-58.25157928466797
Point #1080: x=-237.36239624023438, y=-4060.8330078125, z=174.229248046875, yaw=-58.25157928466797
Point #1081: x=-237.36239624023438, y=-4060.8330078125, z=174.229248046875, yaw=-58.25157928466797
Point #1082: x=9095.5966796875, y=-5234.8447265625, z=73.43514251708984, yaw=-97.0370101928711
Point #1083: x=9085.224609375, y=-5369.794921875, z=73.56180572509766, yaw=97.39767456054688
Point #1084: x=9085.224609375, y=-5369.794921875, z=73.56180572509766, yaw=97.39767456054688
Point #1085: x=9085.224609375, y=-5369.794921875, z=73.56180572509766, yaw=97.39767456054688
Point #1086: x=-250.6061248779297, y=-4046.08203125, z=174.45065307617188, yaw=121.74844360351562
Point #1087: x=-250.6061248779297, y=-4046.08203125, z=174.45065307617188, yaw=121.74844360351562
Point #1088: x=-250.6061248779297, y=-4046.08203125, z=174.45065307617188, yaw=121.74844360351562
Point #1089: x=-440.1215515136719, y=-3733.09033203125, z=167.12222290039062, yaw=-58.93809509277344
Point #1090: x=-440.1215515136719, y=-3733.09033203125, z=167.12222290039062, yaw=-58.93809509277344
Point #1091: x=-440.1215515136719, y=-3733.09033203125, z=167.12222290039062, yaw=-58.93809509277344
Point #1092: x=370.5185546875, y=-4675.43115234375, z=182.06716918945312, yaw=136.96878051757812
Point #1093: x=-451.8415832519531, y=-3719.83056640625, z=166.81643676757812, yaw=119.07390594482422
Point #1094: x=-555.1622924804688, y=-3401.462158203125, z=162.8042755126953, yaw=-73.47193145751953
Point #1095: x=-555.1622924804688, y=-3401.462158203125, z=162.8042755126953, yaw=-73.47193145751953
Point #1096: x=-555.1622924804688, y=-3401.462158203125, z=162.8042755126953, yaw=-73.47193145751953
Point #1097: x=4439.51025390625, y=1083.928466796875, z=58.11869430541992, yaw=84.86740112304688
Point #1098: x=5168.2958984375, y=1209.782470703125, z=45.5181770324707, yaw=76.05156707763672
Point #1099: x=5168.2958984375, y=1209.782470703125, z=45.5181770324707, yaw=76.05156707763672
Point #1100: x=5201.818359375, y=1328.15625, z=44.53699493408203, yaw=-106.62577056884766
Point #1101: x=4132.826171875, y=1369.0018310546875, z=60.99715805053711, yaw=88.55657196044922
Point #1102: x=4140.67919921875, y=1541.7059326171875, z=56.935462951660156, yaw=-91.44341278076172
Point #1103: x=6554.66552734375, y=-442.0482177734375, z=45.935604095458984, yaw=22.530805587768555
Point #1104: x=5497.853515625, y=1017.8641967773438, z=47.959896087646484, yaw=-61.899166107177734
Point #1105: x=5385.38720703125, y=925.0299682617188, z=48.94643020629883, yaw=17.393842697143555
Point #1106: x=-1577.5074462890625, y=-10196.87109375, z=277.4338073730469, yaw=-100.79906463623047
Point #1107: x=-1113.23974609375, y=-3412.817138671875, z=156.6208953857422, yaw=30.30838966369629
Point #1108: x=-1113.23974609375, y=-3412.817138671875, z=156.6208953857422, yaw=30.30838966369629
Point #1109: x=-833.2649536132812, y=-3321.928466796875, z=161.3934326171875, yaw=-164.63938903808594
Point #1110: x=-833.2649536132812, y=-3321.928466796875, z=161.3934326171875, yaw=-164.63938903808594
Point #1111: x=5079.8486328125, y=975.3072509765625, z=49.54292297363281, yaw=66.52434539794922
Point #1112: x=6923.55029296875, y=-2587.9833984375, z=59.40199661254883, yaw=48.16075897216797
Point #1113: x=7065.36376953125, y=-2434.839111328125, z=58.68221664428711, yaw=-131.83924865722656
Point #1114: x=8110.3466796875, y=-2263.723876953125, z=51.67363739013672, yaw=118.31555938720703
Point #1115: x=7886.38916015625, y=-2349.79736328125, z=49.6815185546875, yaw=-55.43241882324219
Point #1116: x=6381.2666015625, y=250.30838012695312, z=41.550594329833984, yaw=-61.136226654052734
Point #1117: x=6381.2666015625, y=250.30838012695312, z=41.550594329833984, yaw=-61.136226654052734
Point #1118: x=6381.2666015625, y=250.30838012695312, z=41.550594329833984, yaw=-61.136226654052734
Point #1119: x=6597.75732421875, y=-136.49966430664062, z=45.901634216308594, yaw=119.9695053100586
Point #1120: x=6597.75732421875, y=-136.49966430664062, z=45.901634216308594, yaw=119.9695053100586
Point #1121: x=-538.2467651367188, y=1170.05517578125, z=130.7000732421875, yaw=-122.10716247558594
Point #1122: x=-538.2467651367188, y=1170.05517578125, z=130.7000732421875, yaw=-122.10716247558594
Point #1123: x=-538.2467651367188, y=1170.05517578125, z=130.7000732421875, yaw=-122.10716247558594
Point #1124: x=-550.1605834960938, y=1154.68603515625, z=131.7537078857422, yaw=67.33075714111328
Point #1125: x=-1478.508544921875, y=-10964.658203125, z=289.15875244140625, yaw=-120.65567779541016
Point #1126: x=-590.1329345703125, y=2305.117431640625, z=92.67813873291016, yaw=141.01573181152344
Point #1127: x=6609.34814453125, y=-149.59251403808594, z=45.429832458496094, yaw=-60.03047561645508
Point #1128: x=6609.34814453125, y=-149.59251403808594, z=45.429832458496094, yaw=-60.03047561645508
Point #1129: x=6609.34814453125, y=-149.59251403808594, z=45.429832458496094, yaw=-60.03047561645508
Point #1130: x=6722.39111328125, y=-352.6363525390625, z=44.92550277709961, yaw=119.9695053100586
Point #1131: x=6722.39111328125, y=-352.6363525390625, z=44.92550277709961, yaw=119.9695053100586
Point #1132: x=6722.39111328125, y=-352.6363525390625, z=44.92550277709961, yaw=119.9695053100586
Point #1133: x=6606.3154296875, y=-151.3408966064453, z=45.429832458496094, yaw=119.9695053100586
Point #1134: x=-2187.153076171875, y=-10628.89453125, z=278.00469970703125, yaw=169.45425415039062
Point #1135: x=-588.4896850585938, y=2313.8662109375, z=92.78729248046875, yaw=-129.1858367919922
Point #1136: x=6735.337890625, y=-368.08233642578125, z=45.54200744628906, yaw=-60.03048324584961
Point #1137: x=6735.337890625, y=-368.08233642578125, z=45.54200744628906, yaw=-60.03048324584961
Point #1138: x=6735.337890625, y=-368.08233642578125, z=45.54200744628906, yaw=-60.03048324584961
Point #1139: x=6921.27099609375, y=-697.5308227539062, z=43.81477355957031, yaw=119.9695053100586
Point #1140: x=6921.27099609375, y=-697.5308227539062, z=43.81477355957031, yaw=119.9695053100586
Point #1141: x=6921.27099609375, y=-697.5308227539062, z=43.81477355957031, yaw=119.9695053100586
Point #1142: x=1657.71533203125, y=-12042.8388671875, z=214.72259521484375, yaw=-126.91886901855469
Point #1143: x=1657.71533203125, y=-12042.8388671875, z=214.72259521484375, yaw=-126.91886901855469
Point #1144: x=1053.361328125, y=-13546.888671875, z=249.47804260253906, yaw=89.61518096923828
Point #1145: x=1053.361328125, y=-13546.888671875, z=249.47804260253906, yaw=89.61518096923828
Point #1146: x=-597.1843872070312, y=2315.513427734375, z=92.89801788330078, yaw=-40.36677932739258
Point #1147: x=6933.98095703125, y=-712.5645751953125, z=44.924705505371094, yaw=-60.03048324584961
Point #1148: x=6933.98095703125, y=-712.5645751953125, z=44.924705505371094, yaw=-60.03048324584961
Point #1149: x=6933.98095703125, y=-712.5645751953125, z=44.924705505371094, yaw=-60.03048324584961
Point #1150: x=7126.47607421875, y=-1053.3939208984375, z=50.04336166381836, yaw=119.9695053100586
Point #1151: x=7126.47607421875, y=-1053.3939208984375, z=50.04336166381836, yaw=119.9695053100586
Point #1152: x=7126.47607421875, y=-1053.3939208984375, z=50.04336166381836, yaw=119.9695053100586
Point #1153: x=7139.416015625, y=-1068.826904296875, z=50.01057052612305, yaw=-60.03047561645508
Point #1154: x=7139.416015625, y=-1068.826904296875, z=50.01057052612305, yaw=-60.03047561645508
Point #1155: x=7139.416015625, y=-1068.826904296875, z=50.01057052612305, yaw=-60.03047561645508
Point #1156: x=7418.306640625, y=-1559.48046875, z=51.48118209838867, yaw=119.9695053100586
Point #1157: x=7418.306640625, y=-1559.48046875, z=51.48118209838867, yaw=119.9695053100586
Point #1158: x=7418.306640625, y=-1559.48046875, z=51.48118209838867, yaw=119.9695053100586
Point #1159: x=7142.67919921875, y=-1059.219482421875, z=49.73229217529297, yaw=-157.60153198242188
Point #1160: x=7981.6552734375, y=-2041.052978515625, z=53.16575622558594, yaw=20.441713333129883
Point #1161: x=-1635.6434326171875, y=-10482.978515625, z=280.4756164550781, yaw=79.20093536376953
Point #1162: x=-1635.6434326171875, y=-10482.978515625, z=280.4756164550781, yaw=79.20093536376953
Point #1163: x=-1635.6434326171875, y=-10482.978515625, z=280.4756164550781, yaw=79.20093536376953
Point #1164: x=-1580.8232421875, y=-10214.255859375, z=277.61627197265625, yaw=-100.799072265625
Point #1165: x=-1580.8232421875, y=-10214.255859375, z=277.61627197265625, yaw=-100.799072265625
Point #1166: x=-1580.8232421875, y=-10214.255859375, z=277.61627197265625, yaw=-100.799072265625
Point #1167: x=7431.1123046875, y=-1574.681396484375, z=51.68647766113281, yaw=-60.03047561645508
Point #1168: x=7431.1123046875, y=-1574.681396484375, z=51.68647766113281, yaw=-60.03047561645508
Point #1169: x=7431.1123046875, y=-1574.681396484375, z=51.68647766113281, yaw=-60.03047561645508
Point #1170: x=7743.3984375, y=-2123.248779296875, z=56.52216339111328, yaw=119.9695053100586
Point #1171: x=7743.3984375, y=-2123.248779296875, z=56.52216339111328, yaw=119.9695053100586
